review,sentiment,,
"This educational show focused on emotions, interactions, and relationships. It was produced at Detroit's ABC affiliate and syndicated in 90 markets nationwide. This past week, Detroit Public TV had a 1-1/2 hour clip show as part of their pledge drive. Wow, the memories that resurfaced! While I remembered the show, there were segments that I'd forgotten about but remembered instantly a soon as they'd begin (""Hot Fudge HOLY MOLEY!"", Detective Tomato and the pies in his face).<br /><br />For more on the Public Television special, do a search for ""Hot Fudge Comin' Atcha Concert""",1,,
"This is an action packed film that makes me feel very peaceful and relaxed every time I see it. The film (short of its conclusion) demonstrates that in the face of extreme odds, it is still possible to prevail.<br /><br />This film is very refreshing, and likely to be banned at any moment. Get a copy of it before the thought police burn every copy they can find. They don't want you to have hope for the future, or to think you have a chance.<br /><br />On the other hand, should Political Correctness fail to supress it, this would be an excellent movie to release on DVD. Such a release could contain interviews with the writer and director, and related goodies. I'm sure it would sell some copies, and I would be one of the first to buy it.<br /><br />- Mincka",1,,
"This short deals with a severely critical writing teacher whose undiplomatic criticism extends into his everyday life. When he learns why that's not a good idea, we learn a bit about the beautiful craft of writing that he's been lecturing on.",1,,
"Richard Attenborough is a director whose name is synonymous with the Academy Award winning 'Gandhi', back in '83. I didn't know of any other work of his till i recently came across 'Cry Freedom', released back in 1987. While it may not have been as popular as his Gandhi, it is every bit as gripping, if not more, and was released when South Africa still had not got rid of the shackles of apartheid. While most movies on social issues come out after the event had happened, i guess this one released during the time.<br /><br />The story is based on real life characters and events. The book on which the movie was based, was written by Donald Woods (Kevin Kline), a journalist who used to work in South Africa until the end of the seventies. It traces the origins of Woods friendship with the charismatic black leader Steve Biko, who is wonderfully portrayed by Denzel Washington. I cannot imagine a better choice for the role. Washington exudes a natural charm and screen presence, which Biko's character required.<br /><br />While initially, Woods was against what he felt was black racism being spread by Biko, after meeting the man, he could not help being drawn into his struggles and ideas. The bond between them grows stronger, and Woods and his family realise and become more sensitive to the plight of the people Biko represents.<br /><br />However, finally, tragedy strikes, and Woods must now concentrate on escaping from South Africa, with his book, so that he can get it published and let the outside world know what is going on. The second half of the movie is a gripping tale of his escape from South Africa, along with his family, and will keep you on tenterhooks.<br /><br />There are some deliciously humorous dialogues too. The scene between Biko and the lawyer in the courtroom is an example.<br /><br />Lawyer: Do you advocate violence? Biko: I advocate a confrontation. Lawyer: Well, isn't that violence, Mr. Biko? Biko: Not necessarily. You and I are having a confrontation now, but i don't see any violence.<br /><br />However, there are moments that bring you back to the horrors that pervaded the country before better sense prevailed. The scene where the army opens fire on a protest by school children is gut wrenching and heartbreaking.<br /><br />This is definitely a must watch. I would suggest those not familiar with Attenborough's work, do take time out for this. There are movies which make a lot of money. And there are movies which make lives. I would any day prefer the latter.",1,,
"Unforgiven is Clint Eastwoods last tribute to the once great west. But whilst i thought this was going to be good and raise the bar for future westerns to come i was sadly mistaken. Unforgiven, though simple in plot it falls flat on characters and emotions and i would certainly say that Unforgiven is Eastwoods worst film to date. Eastwoods himself seems too old to play the part of acting and directing which also adds a downfall to the overall look of the film.<br /><br />All the characters seem rushed and ragged around the edges especially Eastwoods character. The acting doesn't seem to flow and contribute to what the characters are feeling. The direction is poorly misled by quirky shots. So overall Unforgiven is not Eastwoods best and by far one of the worst westerns around.",0,,
"Roman Polanski has made many, many movies that are unexceptional. His fame bewilders me. Nothing stands out as a high point except Chinatown (I haven't seen 'Knife in the Water' or 'Tess'). Any contribution he's made to film concluded more than twenty years ago; his work is just embarrassing, safe and/or dull (The Pianist, Frantic, Oliver Twist, The Ninth Gate, Pirates).<br /><br />R's Baby must have signified the end of the establishment at the time it came out. It's lux-produced and fairly high concept for a 1968 'horror' movie (never show the baby). But this is just misconceived horror sap. Everything is arty to the point that the plot line becomes hopelessly clear very early (Um, thanks for that finale-destroying title), and on a clear day you can see the twist ending coming for days. It did not sustain my interest. I find that whatever this movie might have been, it is utterly derailed by the 1960's version of what femininity was. Farrow is such a chronic distracted, helpless waif/housewife. Her frailty is oversold... she's irritating in the extreme. There's no real ideas in it... nothing to consider except being the mother of the devil.<br /><br />The Dakota is barely exploited for it eerie potential.",0,,
"I always have a bit of distrust before watching the British period films because I usually find on them insipid and boring screenplays (such as the ones of, for example, Vanity Fair or The Other Boleyn Girl), but with a magnificent production design, European landscapes and those thick British accents which make the movies to suggest artistic value which they do not really have.Fortunately, the excellent film The Young Victoria does not fall on that situation, and it deserves an enthusiastic recommendation because of its fascinating story, the excellent performances from Emily Blunt, Paul Bettany and Jim Broadbent, and the costumes and locations which unexpectedly make the movie pretty rich to the view.And I say ""unexpectedly"" because I usually do not pay too much attention to those details.<br /><br />""Victorian era"" was (in my humble opinion) one of the key points in contemporary civilization, and not only on the social aspect, but also in the scientific, artistic and cultural ones.But I honestly did not know about the origins from that era very much, and maybe because of that I enjoyed this simplification of the political and economic events which prepared the landing of modern era so much.I also liked the way in which Queen Victoria is portrayed, which is as a young and intelligent monarch whose decisions were not always good, but they were at least inspired by good intentions.I also found the depiction of the romance between Victoria and Prince Albert very interesting because it is equally interested in the combination of intellects as well as in the emotions it evokes.The only fail I found on this movie is that screenwriter Julian Fellowes used some clichés of the romantic cinema on the love story, something which feels a bit out of place on his screenplay.<br /><br />I liked The Young Victoria very much, and I really took a very nice surprise with it.I hope more period films follow the example of this movie: the costumes and the landscapes should work as the support of an interesting story, and not as the replacement of it.",1,,
"Frankly I'm rather incensed that on the basis of the dazzling reviews attributed to Steven Smith I wasted nearly two hours on his debut offering. Have they all been written by his pals? The action clunks along, the music is irritating and over used, the script is simply dire and the actors (with the exception of the gardener) mediocre at best. I do think we should support the efforts of a young filmmaker but saying it's brilliant when it's not will surely only encourage him to make the same mistakes again i.e. continuing to write his own scripts and using the same actors for another venture. Yes, it's his first film, low budget etc. - I get it, but it's also out there for members of the public to purchase and it's just not up to scratch.",0,,
"The whole movie seemed to suffer from poor editing - every scene seemed to take forever to unfold and when they did, I felt like I had waited a long time for very little to happen. I guess I missed the whole point of the movie - either that or there wasn't one.",0,,
"Anybody who has ever been a fan of the original series, or even has a clue about the storyline should be embarrassed by this series. The Borg does not come around until Q brings the Enterprise to the Gamma sector, the Klingons are NEVER seen until Kirk encounters them, the NCC-1701 was the FIRST ship to carry the Enterprise name....need I go on? Berman and Pilliar have made a mockery of Gene Roddenberry's creation. After he died, they only saw $$$$ and just went their own way. No wonder Majel Barrett was in every single episode of star trek until this series. I don't blame her for not being involved with this mess. Poor Bakula. He's a great actor, as are the entire cast. I like them all, but the storyline is tragic and ignores all of the precedents set by the original series. Just check the ratings. I think more people watched Deep Space 9 (which was untimely canceled).",0,,
"This show is a show that is great for adults and children to sit down together and watch. The stories are a little slow for adults but they are still good. There are lots of children in my family, boys and girls, and it is hard to get them all to agree on what to watch, but they always agree with each other when they want to watch the Mystic Knights. It is a wonderful show and I hope that they will continue to keep making it. All of the kids in my family and myself think that Vincent Walsh is the best of them all. We have seen that he has done lots of other work and think that he is doing a great job. We wish all of the actors, actresses, writers, directors, and producers the best of luck and would just like to say keep up the good work.",1,,
"I second the motion to make this into a movie, it would be great!! I was also amazed at the storyline and character build in this game. I have played it again and again (over 20 times) just to try something different and it gets more interesting every time. Final Fantasy eat your heart out!! THIS SHOULD BE MADE INTO A MOVIE!!!!! If anyone out there wants some help to start a petition to have this made into a movie, please contact me. I would love to help with that project any day. The graphics are great for PS1 and even make you forget it is PS1 most of the time. The multitude of side quests makes it different every time you play.",1,,
"Sleeper Cell attempts to swim both sides of the pool (terrorism/patriotic Muslim Americans), and it does neither very well.<br /><br />I had put off watching this show for a very long time, because I had a feeling it would be too predictable, but after a year in my netflix queue, I finally moved it up to the front.<br /><br />The show is about an undercover Muslim man working for the FBI in an attempt to infiltrate a terrorist cell operating in the United States. The undercover agent in the show actually is a Muslim, so we see his conflict/resolution between his Patriotism and his Religious beliefs. Personally I would have rather watched a drama about a Muslin American family living in the United States, but it is doubtful that an America TV channel (cable or network) will ever produce anything that shows Muslims in a flattering light.<br /><br />I am not a Muslim, but I have a lot of Muslim American Friends, and I can honestly say that none of them are terrorists and they all love America.<br /><br />Sleeper Cell comes close to busting stereotypes of Muslims, but it also focuses on the worse Muslim stereotypes. In the first episode we see an ""honor killing,"" which is a very poor portrayal of Islam, but in the 3rd episode we see a very respected moderate Muslim scholar teaching the viewer that the real Jihad is actually a personal struggle that is not meant to incite violence towards others.<br /><br />If only the Moderate Muslim scholar had been the main character of the show.<br /><br />Americans need to learn a lot more about Islam, Sleeper Cell helps a little bit, but it comes up far short of giving the America audience what it really needs to knows.<br /><br />That said, the acting in this show is superb, and the drama is extremely engrossing. If only they had made this show about Islam in America without the terrorism, it would have been first rate.",1,,
"You have to see this movie, it's a big footnote in the history of film. When this film was made, American film industry reached the bottom of sucking. See this movie, laugh, and feel sorry for yourself for wasting the last 2 hours of your life. It's the worst acting I've seen and even worse directing. The villains laugh like they're taken from a clown circus and if the guys who did ""Scary Movie"" want to do a parody on superhero movies they only have to take the script from this movie and do a remake, called Black Scorpion III: The threat of really really bad movies who in some way manages to lure the production companies into a sequel suicide.",0,,
"""Dance, Fools, Dance"" is an early Crawford-Gable vehicle from 1931. Crawford plays a Bonnie Jordan, a wealthy young woman whose life consists of parties, booze, and stripping off her clothes to jump from a yacht and go swimming. This all ends when her father dies and leaves her and her brother (William Blakewell) penniless. Bonnie gets a job on a newspaper using the name Mary Smith; her brother goes to work for bootleggers. The head man is Jake Luva - portrayed by Clark Gable as he plays yet another crook. Later, of course, he would turn into a romantic hero, but in the early '30s, MGM used him as a bad guy. Not realizing that her brother is involved in illegal activity, Bonnie cozies up to Luva.<br /><br />Gable and Crawford made a great team. Her facial expressions are a little on the wild side, but that, along with her dancing, is one of the things that makes the movie fun. Look for Cliff Edwards, the voice of Jiminy Cricket, as Bert.<br /><br />It's always interesting to see the precode movies, and ""Dance, Fools, Dance"" is no exception.",1,,
"When I first rented Batman Returns, I immediately thought it was going to be less than exceptional. I mean, Jack Nicholson was undoubtedly the best part of the first, so without him, how could there be a good movie? Simple, throw in Danny DeVito.<br /><br />Batman Returns is an arguably more dark movie than Batman. There are more villains here, less actual dark comedy in a lot of aspects, and more nerve-striking issues. However, the music is similar to the first if not darker. The scenery is definitely more depressing than the first, every detail right down to the time of year. This movie follows the same comic-style format we came to love in the first Batman.<br /><br />Now for the performances. Michael Keaton thankfully returns as Batman/Bruce Wayne. He was great in the first movie, and just as much in this sequel. There was not enough screen time in the world for Keaton as Batman, need MORE! Danny DeVito gave an award-winning performance as The Penguin, the most grueling, disgusting, lovable, angry, evil, sad, pathetic villain ever to grace a superhero movie. You hate him so much yet feel so bad for him at the same time. And it explains him down to the last detail too, making it all the more conflicting. Michelle Pfeiffer was excellent as Catwoman/Selina Kyle. Two completely different personalities in one. She actually got a good amount of back story as well. Christopher Walken didn't disappoint as Max Shreck, the greedy, judgmental, selfish CEO of the power company. Michael Gough also thankfully returns as the lovable Alfred, and he was just as good here as well. Pat Hingle also returns as Gordon, although I feel he was really never in the spotlight.<br /><br />With lots of great twists and sub-plots, Batman Returns is sure to please any fan of the original.<br /><br />9/10",1,,
"How good is this film? Apparently, good enough that they plan to remake it in 2011. Jean-Pierre Melville, who gave us Le doulos and The Good Thief, wrote and directed this film.<br /><br />The film is almost a silent. These are men of few words, preferring to let their actions speak for them. They live by a code that governs their every move.<br /><br />There are some great actors in this film - Alain Delon (The Leopard), Yves Montand (Jean de Florette, Let's Make Love), and Gian Maria Volonte (El Indio from A Fistful of Dollars & A Few Dollars More). The film does not shine on them; they are along for the ride that Melville has for them. Melville makes the film; they make it better.<br /><br />You see Melville's work in the Ocean films, but they just get the idea. The can't make it work like he did. A great loss in the seventies, but his work remains for our pleasure.",1,,
"A scientist (John Carradine--sadly) finds out how to bring the dead back to life. However they come back with faces of marble. Eventually this all leads to disaster.<br /><br />Boring, totally predictable 1940s outing. This scared me silly when I was a kid but just bores me now. I had to struggle to stay awake! With one exception, the acting is horrible. Such expressionless boring actors! Hopeless.<br /><br />There are some good things about this: Carradine, despite the script, actually gives a very good performance. And there are a few mildly creepy moments involving a ghost of a Great Dane walking through walls. There's also one of the worst-looking knockouts in cinema history. Still, none of this is fun enough to sit through this. Avoid.",0,,
"This movie is not a kung fu movie. This is a comedy about kung fu. And if, before making this film, Sammo Hung hadn't spent some time watching films by the great French comic filmmaker Jaques Tati (i.ie., e.g., esp. Jour de fête), he is certainly on the same wave length.<br /><br />Personally, I think Tati's films are hilarious; but they're not to all tastes. Some have told me that they loathe his work. I've never figured out why, but I think it's because the character that Tati usually plays himself is so totally dead pan, so unaffected by the events around him (which he is usually causing) that many miss the more subtle comic bits happening around him.<br /><br />At any rate, Tati's main shtick - or at least his best known - is to take a pretentiously upright petite bourgeoisie with 19th century sensibilities and drop him into 20th century France where he must confront a society that is largely defined by the gradual eroding of those sensibilities. He usually has serious difficulties with little things like record players or radios. He's a hazard in a car, but the world's no safer when he rides a bicycle. But through it all, he never loses his aplomb, which is derived from his inner recognition that the nineteenth century was more interesting than the 20th overall.<br /><br />In a similar fashion, the character Sammo Hung himself plays is a country boy come to the big city of Hong Kong, utterly convinced that what makes the city interesting is that Bruce Lee made kung fu movies there. This gets him into trouble in small ways, since he takes in stride happenstance which would never be noticed in a small town but which are deemed inappropriate in a big city - such as the moment when he appears to be urinating in the street, A cop stops him, only to discover that Hung is actually just squeezing water out of his shirt, soaked during an accidental dip in the bay. What's interesting about this gag is why it is Hung doesn't understand what the cop's fuss is all about - in a country town, as long as no one's looking, if you gotta go you gotta go. In other words, Hung is not really urinating in the street - but he certainly would - and what's the problem officer? Of course Hung's obsession with Bruce Lee also gets him into big troubles as well. He beats a gang of thugs who have refused to pay his restaurant-owner uncle. Of course, in a Bruce Lee movie, the thugs would be considered trounced, and they would have learned their lesson. But in Hung's Hong Kong, reality unfortunately prevails, and the thugs return when he's not around, to trounce his uncle.<br /><br />Of course, Hung finally triumphs in the end, just as Tati always did. Characters like this must always triumph (at least in comedy) because they are completely innocent, and as such, despite their comic missteps and misunderstandings, they really represent what is best in the humans we admire and wish to be. We don't really want to be Bruce Lee (who has to experience the loss of all of his friends before he gets a chance to beat the bad-guy), we, in our own innocence, really want a world where Lee's heroics are possible.<br /><br />Unfortunately, that world only exists on film.<br /><br />""Ah, but what if...?"" - and in that question we find Sammo Hung at his comic best.",1,,
"Some people say Steve Irwin's larrikin antics and gregarious personality are only an act. Watch this film: it's obvious he can't act.<br /><br />Steve Irwin, dangerman star of the small screen in his *Crocodile Hunter Diaries*, *Croc Files* and eponymous *Crocodile Hunter* series (you see a naming trend here, or is it just me?), rockets his larger-than-strife persona to the big screen with *Crocodile Hunter: Collision Course* (yup  there's a definite trend of words beginning with 'C') - basically an episode of *Crocodile Hunter* mashed together with a B-Movie.<br /><br />On a mission to relocate a big croc to save it from being shot by an eccentric farmer (Magda Szubanski), Steve and wife Terri are unaware that the croc is being tracked by American spies (Lachy Hulme and Kenneth Ransom), out to recover a spy satellite beacon it has swallowed. Will it hurt my credibility to say ""They're on a Collision Course with Wackiness""? (what credibility? - Ed note.)<br /><br />The plot is irrelevant, as it is Steve's animal magnetism that propels the film. If you find his persona trying, the film is a failure, but if you're a fan of either him (as a businessman, conservationist or just plain ass-klown) or his television shows, expect more of the same on a wide-screen budget.<br /><br />John Stainton, faithful liege, best mate and helmer of the Crocodile Hunter *oeuvre* (can it be called that with a straight face?), writes and directs with the same provincial swagger that made Steve a household wildlife jester.<br /><br />The most jarring aspect of this movie is that Steve (one of the few people for whom you can actually hear the exclamation points going by as he speaks) and Terri (Steve's spouse of 10 years, fiercest ally and closest friend) treat it like it IS one of their documentaries, breaking the ""fourth wall"" and speaking directly to the camera, whilst all the other characters behave as if they're in a bad movie (well). It wouldn't be so incongruous if Steve and Terri were kept separated from the rest of the characters  but when the Bad Americans constantly threaten Steve's life, we Confused Viewers must ask ourselves why the indifferent camera crew doesn't at least call the cops if not try to poke the bad guys in the eye with the boom mics, or run screaming into the bush  anything but continue filming casually with great lighting, crisp audio and seven action angles. <br /><br />While Terri is unfairly painted as Steve's mildly incompetent sidekick (her acting consists of boldly inept line reads and gadding about in pear-shaped-buttock-hugging jeans - for the last, I'm not complaining), Steve goes about his business-as-usual of show-and-tell with creatures intent on killing him, doing all his stunts himself because, well, to him they're not really stunts, just a Day At The Office. <br /><br />Of course, watching this madman's koo-koo adventures after his tragic death in September 2006 casts a strange detachment over the proceedings. But to those of us who never met him, this kind of malarkey (as well as various incarnations of the *Crocodile Hunter* series in constant re-runs) keeps him as alive as ever in our crocodile burrows. The wrenching reality of his absence will only be apparent to those nearest him. And I truly wish them the best in following in his outsize footprints <br /><br />So enjoy this diversion for what it is  a half-baked movie featuring a full-on legend. He died doing what he loved  interacting with wildlife - and he could never have asked for more of his first feature film in portraying him doing just that.<br /><br />(Movie Maniacs, visit: poffysmoviemania.com)",0,,
"""Murder Over New York"" is an entertaining entry in the Charlie Chan series of films, but if you're paying attention, a lot of plot holes reveal themselves to the observant eye. While traveling to New York City for an annual police convention, Chan (Sidney Toler) meets former Scotland Yard investigator Hugh Drake (Frederick Worlock) on the same flight. Now employed by military intelligence, Drake is tracking Paul Narvo and his Hindu servant, suspected for acts of sabotage around the world. Drake believes that by contacting Narvo's elusive wife, he'll be able to pin down the whereabouts of the master criminal.<br /><br />When Drake winds up dead in the library of George Kirby, president of the Metropolitan Aircraft Corporation, Charlie theorizes that he was killed by a recently discovered poisonous gas called ""tetrogene"", administered via a glass pellet that releases the poison when broken. Summoning Kirby to bring all of his dinner party guests together, Chan and Police Inspector Vance (Donald MacBride) question those in attendance, as one of them may be the killer. Among them are Herbert Fenton (Melville Cooper), a fellow Oxford student of Drake's, actress June Preston (Joan Valerie), unknown to Drake but requested by him to attend, Ralph Percy (Kane Richmond), the chief designer at Kirby's aircraft company, and Keith Jeffrey (John Sutton), Kirby's stock broker. Kirby butler Boggs (Leyland Hodgson) is also a suspect, especially after Number #2 Son Jimmy (Victor Sen Yung) catches him steaming open a cablegram, the contents of which concern Boggs himself.<br /><br />There are some other cleverly planted characters in the proceedings as well. Mrs. Narvo turns up as Patricia West (Marjorie Weaver), and contrary to Drake's suspicion that she might lead him to Narvo, is actually on the run away from her former husband and a disastrous marriage. She's involved with David Elliott (Robert Lowery), principal of a chemical research firm, and thereby a suspect in the tetrogene angle.<br /><br />As with many Chan films, racial comments must be taken in stride with the proceedings. This one offers two glaring ones. When Kirby's black servant is brought in for questioning, he states that he doesn't know anything about Drake's murder, that he's completely ""in the dark"". Chan's response: ""Condition appear contagious"".<br /><br />Later, following Inspector Vance's order to round up all the Hindu's in New York, Jimmy Chan comments on their arrival with ""They're all beginning to look alike to me."" Actually, the scene provides one of the elements of comic relief in the movie, as Shemp Howard impersonates Hindu mystic ""The Great Rashid"", but is actually uncovered by the police to be con artist Shorty McCoy.<br /><br />Before the movie's over, two more victims fall to the clever Narvo - his confederate Ramullah, and aircraft magnate Kirby himself. To uncover the killer, Chan, in concert with Elliott, arranges for a test flight aboard a newly developed TR4 Bomber after discovering a poisoned capsule planted by mechanics on the plane the day before. Before it can release it's deadly poison, the Brit Fenton catches the falling capsule in mid-air, revealing that he knew about the plant. Arrested and brought in for questioning, Chan asserts that Fenton is not Narvo. The real Narvo reveals himself when he offers a poisoned cup of water to the nervous Fenton, anxious to maintain Narvo's secret. But Chan was clever enough to be wary of such an attempt, and reveals the real murderer - Narvo now in the guise of stock broker Jeffrey, having undergone reconstructive surgery following a car accident.<br /><br />Now for the plot holes. When first investigating Hugh Drake's murder, it was maintained by the police that fingerprints found in the library did not match those of any of the dinner guests. However Jeffrey/Narvo was present at the dinner party. It had already been established that Drake had one non party visitor in the library, chemist Elliott. If the fingerprints really did not belong to Narvo, then making them an issue was pointless.<br /><br />Also, at the end of the film when Narvo offers Fenton the poisoned water, how did he think he would get away with it with everyone there as a witness? But going even one better than that, how would a world traveling saboteur like Narvo have the time and wherewithal to establish himself as a New York City stockbroker, it just doesn't make sense. <br /><br />For trivia fans, a few more points bear mentioning. In the film, Number #2 Son Jimmy is a college student studying chemistry as he comes to ""Pop's"" aid to solve the case. In the prior Chan film - ""Charlie Chan at the Wax Museum"" - Jimmy was a law student.<br /><br />The poison gas formula would get reworked in a later Chan film, this time by Monogram with Roland Winters in the Chan role in ""Docks of New Orleans"". In that story, poison gas is released from shattered radio tubes in similar fashion to claim its' victims.",1,,
"Any film school student could made a film 1,000 times better than piece of garbage. As someone who had read the book, I expected even a straight re-telling of the book would make this a fair film. There was a chance that a talented director could go beyond Woodward's narrative and make a great film.<br /><br />Well the director did go beyond Woodward's narrative. He added a hip Hispanic angel named Velasquez that was not in the book. He had Bob Woodward interview the dead Belushi in an exchange in the morgue. The film had all the insight of someone stoned on PCP staring at his navel.<br /><br />If this is a spoiler to you, you will thank me for it because it is absolutely the worst movie ever made.",0,,
"What a truly moronic movie, all I can say is the writer must be very fond of magic mushrooms and LSD because this must be the result of one of his 'trips'.<br /><br />You follow the whole movie thinking alright this is very weird but hey I'm sure at the end there will be a perfectly good explanation for all of this... Only to be disappointed to find erm no there's no explanation at all and the twist at the end makes it even more confusing. At the end of the movie you'll probably have the same facial expression as if you were standing in a Que paying for you groceries and the merchant told you, that'll be 11.95 please and proceeded to elbow you in the balls for no apparent reason. There are so many factors in this movie that go unexplained and I think it leaves it to the imagination of the viewer in an entirely bizarre way. Don't get me wrong I like weird movies, 'The Cell' could easily be described as weird and twisted but in my eyes it's a brilliant movie (despite casting J-Lo who I dislike to the maximum even that didn't manage to sway my opinion). This isn't one of those movies, and I think you should take in to consideration the characters of those who praise this movie. I can tell you they are probably the sort of people that would go to an art exhibition, see a splat of pigeon excrement on a white board and say ""Oooooh what a masterpiece, the artist has truly found a unique way to portray eternity"" when in actual fact all it is, is bird excrement on a board.<br /><br />Keep that last bit in mind when watching this movie, <br /><br />Thanks for reading!",0,,
"This review is based on the dubbed Shock-o-Rama video released on an undeserving world in 2002. How bad is it? It's awful, which is what a '1' represents on the IMDb scale--but it's much worse than that. It's nice to imagine that an original German-language print might improve matters--the comedic English-language dubbing isn't funny at all--but truthfully, this is one of the worst amateur films of any genre you're likely to see. The zombies in the film are as slow and clumsy as ever, and they don't seem to have the ability to speak or think about anything beyond their next meal. However, they're also intelligent enough to operate chainsaws and malicious enough to know that western taboos about genitalia will no doubt enliven their dinner table conversation. George Romero's Land of the Dead posited a zombie nation that retained a shred of social coherence; here, zombies are nothing more than an empty canvas for the perverse imaginings of director Andreas Schnaas. Utterly without redeeming social value, and even worse, entirely lacking as entertainment, Zombie '90 is a bad joke on anyone who wastes money on it.",0,,
"Well made documentary focusing on two Sudanese refugees who get resettled in the United States. It's your basic fish out of water story with a non-fiction twist. I found it fascinating to see how Peter and Santino lived prior to coming to America and how they adapted once they arrived here (in Houston, Texas.) They expected a sort of heaven but found out that it's a lot harder than it looks to cope well in the states. They go from hopeful idealists to somewhat more realistic skeptics. Everywhere they go they meet bureaucrats with paper trails that most citizens may take for granted. They fret that they are blacker than the African-Americans here and don't feel accepted because of that. One of the ""Lost Boys"" manages to leave Houston to go to Olathe, Kansas, where he finds conditions slightly better but still less than ideal. There are people that try to help them as well as try to hurt them in this film. Not shown, but talked about, are those who put a gun to their heads and robbed them, leading one Lost Boy to comment negatively that ""all black people in America are no good."" I found it interesting, too, that they arrived in Houston in August 2001, a month before the World Trade Center was attacked by terrorists. I had hoped to see their reaction to this tragedy but it's not mentioned at all. Still, all in all, a really well done documentary with no narration. None is needed really. The ""Lost Boys"" do a fine job expounding on the events going on around them without any help at all, thank you very much.",1,,
"Enjoyed viewing this film on TCM and watching a very young William Powell, (Philo Vance) playing detective just like he did with Myrna Loy in the ""Thin Man Series"". Back in the 1930's William Powell played in the Philo Vance Series and in this picture, the famous veteran actress Mary Astor, (Hilda Lake) becomes one of the suspects in a murder/suicide case where a man named, Archer Coe, (Robert Barrot) is found dead and Archer was in a room that was bolted from the inside. Ralph Morgan, (Raymond Wrede/Archer's Secretary) gave a great supporting role and was the brother to Frank Morgan who appeared ""In the Wizard of Oz"" 1939. Eugene Palette, (Detective Sgt. Heath) appeared in quite a few of these Philo Vance films and also gave a great performance in ""Robin Hood"" with Errol Flynn. Always remember, the least likely actor could very well be the killer. Enjoy a great Classic from the past.",1,,
"This really is the most dreadful film I have ever seen. I simply have no idea how anyone has the audacity to put this on release.<br /><br />The production standards are atrocious. There is no pretence here at cinematography. The camera work, scripting, acting and sound are unbelievably crass. I think there is a plot, but it could have been done in 10 minutes sparing us the time to watch it. The hysterical neurotic girls at the centre of this piece have no credibility whatsoever.<br /><br />I would urge anyone to avoid spending any time or money on this Title. It is truly atrocious.<br /><br />JDD - 14 December 2008",0,,
Horrible movie. This movie beat out revenge of the living zombies for the WORST movie I have ever suffered through. What the !@$% were the morons who made this film thinking. Was it supposed to be scary. Because man let me tall you it wasn't. It was so dumb it wasn't funny. We all know that tropical islands are the natural hunting grounds for killer snowmen. And those stupid baby snowballs. Stupid Stupid Stupid Stupid Stupid Stupid Stupid Stupid. Fake snow and lousy actors. OH and frost looks nothing like he does on the box. DO NOT WASTE YOUR TIME. REnt it and destroy it.,0,,
"http://video.google.com/videoplay?docid=211772166650071408&hl=en Distribution was tried.<br /><br />We opted for mass appeal.<br /><br />We want the best possible viewing range so, we forgo profit and continue our manual labor jobs gladly to entertain you for working yours.<br /><br />View Texas tale, please write about it... If you like it or not, if you like Alex or not, if you like Stuie, Texas or Texas tale... Just write about it.<br /><br />Your opinion rules.",1,,
The only thing serious about this movie is the humor. Well worth the rental price. I'll bet you watch it twice. It's obvious that Sutherland enjoyed his role.,1,,
"Me and my girlfriend went to see this movie as a ""Premiere Surprise"" that is we bought at ticket to the preview to a movie before it opened here in Denmark. We sat through the 1st hour or so and then we left! The point of the movie seemed to be simply to portray the era (and club 54), but it did so at the expence of character development, of which there was none, and plot of which there was little.<br /><br />Seldom have I been so indifferent to the characters in a movie!<br /><br />The music was good though. So if you like to hear some good music and get a fix of that 70ies mood I guess it is OK. But don't expect to get a plot of believable characters.<br /><br />",0,,
"Believe it or not, Inspector Gadget's Last Case is what got me hooked on the whole Gadget thing.<br /><br />My name is Miriam and I am twelve years old, so obviously I wasn't around when Inspector Gadget was at the top of his career. Sure, I'd heard of him, but I didn't really know him.<br /><br />While reading, note that I NEVER SAW THE ORIGINAL SERIES (I would if it came on!). This is just about the only Gadget thing I've ever watched (even though I am now obsessed) and I will be focusing on what I liked about it since everyone else is so negative. For all you pessimists, I've got some cons down there, too. =P First off, for a childish sense of humor, you could deem this movie pretty funny. I thought it was, so sue me. I also thought the animation and character designs were good, and I'm also happy there was more Gadget in it, since he's my favorite character. (I do NOT like Penny.) Then there was Claw (his voice was awful, though) and the Madcat; I thought they were done fairly good too. Gadget's idiocy seemed pretty well in place, if not a bit exaggerated (i.e. sucking his hat-hand thing's thumb. Would make a good screen shot, though. =P) Oh, and I liked the song that ran in the credits. Yes, I am strange.<br /><br />And, like all movies, there are some negatives, too.<br /><br />Talking cars? What's up with that? You can tell this was aimed at younger boys. That wouldn't bother me quite so much if there wasn't the fact that the cars basically saved the day. I would have much preferred if Penny and Brain had taken their place. And, apparently, Gadget loved his car more than would be called natural. A bit weird, to say the least.<br /><br />Oh, and the Chief was downright mean to Gadget. I mean, sheesh, yeah, he wasn't always the most cheerful of people, but he didn't HATE Gadget, from what I've read. Like the Inspector, his personality was exaggerated.<br /><br />Well, that's pretty much all I have to say about this movie. I thought the animation made up for the car-centered plot and that it was overall pretty decent; more so than the live-action Gadget films (butchered, butchered, BUTCHERED!) at least. Maybe I'm just biased because this is what got me into Gadget in the first place, or maybe my mind is twisted, or maybe I'm just odd, but I really liked this movie, even if I'm the oldest it's recommended for.",1,,
